order_id,order_date,ship_date,customer_id,customer_name,segment,region,state,city,product_id,product_name,category,sub_category,quantity,unit_price,discount,sales,profit
ORD000860,2025-06-13,2025-06-16,CUST000250,Diya Chopra,Home Office,East,West Bengal,Howrah,PROD000076,Wearables Smartwatches Max-63,Wearables,Smartwatches,1,2465.04,0.16,2070.63,186.37
ORD000861,2024-03-17,2024-03-18,CUST000403,Vihaan Patel,Home Office,Central,Madhya Pradesh,Gwalior,PROD000164,Phones Feature Phones Neo-55,Phones,Feature Phones,1,28916.29,0.18,23711.36,2198.02
ORD000862,2023-10-14,2023-10-17,CUST000076,Reyansh Gupta,Consumer,South,Telangana,Karimnagar,PROD000104,Accessories Cases X-87,Accessories,Cases,3,1333.36,0.16,3360.07,858.46
ORD000863,2024-04-19,2024-04-25,CUST000194,Arjun Singh,Small Business,Central,Madhya Pradesh,Gwalior,PROD000118,Phones Smartphones X-79,Phones,Smartphones,1,8693.16,0.08,7997.71,453.43
ORD000864,2023-01-21,2023-01-28,CUST000070,Anaya Shetty,Small Business,South,Karnataka,Mangalore,PROD000115,Wearables Fitness Bands Neo-61,Wearables,Fitness Bands,5,17976.61,0.12,79097.08,10734.3
ORD000865,2024-10-17,2024-10-20,CUST000479,Vivaan Kumar,Small Business,Central,Madhya Pradesh,Gwalior,PROD000096,Phones Feature Phones Neo-10,Phones,Feature Phones,3,24284.96,0.0,72854.88,4346.11
ORD000866,2024-08-14,2024-08-17,CUST000478,Diya Sharma,Consumer,South,Tamil Nadu,Chennai,PROD000067,Phones Feature Phones X-86,Phones,Feature Phones,1,97232.12,0.14,83619.62,12862.28
ORD000867,2023-01-01,2023-01-07,CUST000408,Kiara Joshi,Consumer,West,Gujarat,Rajkot,PROD000197,Audio Speakers Apex-74,Audio,Speakers,1,21763.19,0.22,16975.29,3813.96
ORD000868,2025-01-01,2025-01-02,CUST000061,Diya Nair,Corporate,South,Telangana,Nizamabad,PROD000176,Audio Soundbars Plus-44,Audio,Soundbars,3,23845.91,0.06,67245.47,14744.55
ORD000869,2024-10-31,2024-11-06,CUST000094,Atharv Reddy,Consumer,South,Tamil Nadu,Coimbatore,PROD000132,Audio Headphones Pro-19,Audio,Headphones,1,14173.77,0.2,11339.02,2235.8
ORD000870,2023-11-07,2023-11-09,CUST000312,Anaya Nair,Corporate,Central,Madhya Pradesh,Gwalior,PROD000169,Accessories Chargers Neo-38,Accessories,Chargers,2,3112.23,0.07,5788.75,1101.7
ORD000871,2023-02-24,2023-03-03,CUST000068,Reyansh Nair,Home Office,North,Uttar Pradesh,Varanasi,PROD000197,Audio Speakers Apex-74,Audio,Speakers,3,21763.19,0.0,65289.57,15038.49
ORD000872,2023-03-06,2023-03-13,CUST000150,Isha Kapoor,Corporate,South,Tamil Nadu,Chennai,PROD000158,Accessories Power Banks X-61,Accessories,Power Banks,3,2018.34,0.08,5570.62,1130.31
ORD000873,2025-07-04,2025-07-07,CUST000076,Reyansh Gupta,Consumer,South,Telangana,Karimnagar,PROD000061,Accessories Cables Max-15,Accessories,Cables,6,839.29,0.1,4532.17,323.05
ORD000874,2023-01-12,2023-01-13,CUST000053,Kabir Gupta,Corporate,South,Telangana,Nizamabad,PROD000077,Audio Soundbars Apex-21,Audio,Soundbars,1,23397.23,0.16,19653.67,3861.45
ORD000875,2024-02-21,2024-02-22,CUST000179,Vihaan Mehta,Corporate,North,Delhi,Dwarka,PROD000219,Wearables Smartwatches Pro-94,Wearables,Smartwatches,2,31218.5,0.13,54320.19,11548.23
ORD000876,2023-06-11,2023-06-18,CUST000479,Vivaan Kumar,Small Business,Central,Madhya Pradesh,Gwalior,PROD000219,Wearables Smartwatches Pro-94,Wearables,Smartwatches,4,31218.5,0.0,124874.0,27033.37
ORD000877,2023-11-14,2023-11-16,CUST000244,Atharv Kumar,Home Office,West,Gujarat,Gandhinagar,PROD000062,Phones Smartphones Plus-56,Phones,Smartphones,4,95381.59,0.08,351004.25,50176.63
ORD000878,2024-09-19,2024-09-24,CUST000234,Kiara Patel,Corporate,South,Tamil Nadu,Madurai,PROD000163,Laptops Business Apex-47,Laptops,Business,3,154019.82,0.18,378888.76,54531.57
ORD000879,2024-05-31,2024-06-07,CUST000228,Sara Joshi,Consumer,West,Rajasthan,Jodhpur,PROD000123,Wearables Fitness Bands Max-13,Wearables,Fitness Bands,1,18806.72,0.16,15797.64,3628.04
ORD000880,2024-10-02,2024-10-09,CUST000049,Isha Patel,Corporate,Central,Madhya Pradesh,Ujjain,PROD000105,Phones Smartphones Max-23,Phones,Smartphones,2,50553.19,0.1,90995.74,13274.13
ORD000881,2024-03-14,2024-03-17,CUST000390,Anaya Nair,Small Business,Central,Madhya Pradesh,Bhopal,PROD000138,Audio Headphones Max-18,Audio,Headphones,4,4604.62,0.12,16208.26,3767.78
ORD000882,2025-07-24,2025-07-28,CUST000164,Aadhya Bhat,Small Business,South,Tamil Nadu,Salem,PROD000198,Wearables Smartwatches Lite-96,Wearables,Smartwatches,3,25499.93,0.25,57374.84,6626.55
ORD000883,2023-02-18,2023-02-19,CUST000449,Anaya Reddy,Consumer,West,Gujarat,Gandhinagar,PROD000122,Accessories Chargers Lite-15,Accessories,Chargers,3,2169.9,0.16,5468.15,1825.19
ORD000884,2023-01-17,2023-01-19,CUST000327,Kabir Sharma,Consumer,North,Uttar Pradesh,Noida,PROD000165,Audio Earbuds Max-71,Audio,Earbuds,3,18833.56,0.04,54240.65,15098.45
ORD000885,2023-01-13,2023-01-19,CUST000176,Anaya Gupta,Small Business,Central,Madhya Pradesh,Ujjain,PROD000072,Wearables Fitness Bands Neo-94,Wearables,Fitness Bands,4,34433.03,0.12,121204.27,17356.07
ORD000886,2024-08-29,2024-09-05,CUST000014,Arjun Das,Small Business,South,Tamil Nadu,Chennai,PROD000115,Wearables Fitness Bands Neo-61,Wearables,Fitness Bands,1,17976.61,0.23,13841.99,1714.39
ORD000887,2023-10-08,2023-10-13,CUST000383,Isha Sharma,Home Office,East,West Bengal,Howrah,PROD000092,Phones Smartphones Plus-65,Phones,Smartphones,2,66960.48,0.03,129903.33,9495.21
ORD000888,2023-03-13,2023-03-18,CUST000385,Atharv Singh,Consumer,Central,Madhya Pradesh,Jabalpur,PROD000149,Laptops Business Neo-60,Laptops,Business,1,111532.93,0.24,84765.03,11682.38
ORD000889,2023-10-01,2023-10-07,CUST000004,Advait Reddy,Consumer,South,Telangana,Khammam,PROD000119,Laptops Business Neo-84,Laptops,Business,3,66893.66,0.11,178606.07,10212.76
ORD000890,2023-05-13,2023-05-19,CUST000455,Isha Kumar,Consumer,East,West Bengal,Asansol,PROD000070,Accessories Cables Plus-12,Accessories,Cables,2,2764.86,0.15,4700.26,1246.96
ORD000891,2025-03-20,2025-03-25,CUST000477,Sara Chopra,Corporate,West,Rajasthan,Kota,PROD000100,Wearables Fitness Bands Pro-72,Wearables,Fitness Bands,3,28813.67,0.04,82983.37,7446.81
ORD000892,2024-08-14,2024-08-18,CUST000417,Advait Kumar,Small Business,North,Delhi,Dwarka,PROD000215,Audio Headphones Apex-18,Audio,Headphones,4,15058.57,0.14,51801.48,10132.58
ORD000893,2025-04-22,2025-04-29,CUST000478,Diya Sharma,Consumer,South,Tamil Nadu,Chennai,PROD000132,Audio Headphones Pro-19,Audio,Headphones,2,14173.77,0.0,28347.54,5746.65
ORD000894,2024-06-13,2024-06-15,CUST000270,Aarav Kapoor,Home Office,West,Rajasthan,Kota,PROD000008,Laptops Ultrabooks Pro-70,Laptops,Ultrabooks,2,116005.06,0.01,229690.02,11975.63
ORD000895,2023-10-18,2023-10-22,CUST000338,Sara Chopra,Home Office,West,Rajasthan,Ajmer,PROD000132,Audio Headphones Pro-19,Audio,Headphones,3,14173.77,0.32,28914.49,5654.37
ORD000896,2024-09-10,2024-09-12,CUST000169,Kiara Reddy,Consumer,East,West Bengal,Howrah,PROD000048,Phones Smartphones X-54,Phones,Smartphones,2,81794.05,0.14,140685.77,24769.53
ORD000897,2023-02-19,2023-02-20,CUST000268,Ira Kapoor,Small Business,West,Gujarat,Gandhinagar,PROD000205,Laptops Business X-16,Laptops,Business,6,73972.16,0.02,434956.3,60155.06
ORD000898,2023-12-06,2023-12-11,CUST000390,Anaya Nair,Small Business,Central,Madhya Pradesh,Bhopal,PROD000102,Audio Soundbars Apex-61,Audio,Soundbars,2,24379.84,0.04,46809.29,11381.28
ORD000899,2023-11-09,2023-11-14,CUST000166,Aadhya Singh,Home Office,South,Tamil Nadu,Madurai,PROD000030,Wearables Smartwatches Plus-67,Wearables,Smartwatches,3,6435.71,0.15,16411.06,3790.48
ORD000900,2023-02-19,2023-02-20,CUST000208,Aarav Reddy,Small Business,South,Telangana,Nizamabad,PROD000086,Wearables Smartwatches X-19,Wearables,Smartwatches,1,31847.42,0.04,30573.52,6130.15
ORD000901,2024-09-22,2024-09-23,CUST000101,Aarav Kapoor,Home Office,West,Rajasthan,Udaipur,PROD000066,Wearables Smartwatches Neo-98,Wearables,Smartwatches,4,17888.15,0.04,68690.5,14022.17
ORD000902,2024-05-12,2024-05-16,CUST000047,Kiara Shetty,Corporate,Central,Madhya Pradesh,Indore,PROD000036,Wearables Smartwatches Neo-14,Wearables,Smartwatches,4,37250.91,0.1,134103.28,26575.81
ORD000903,2024-05-10,2024-05-15,CUST000481,Advait Iyer,Corporate,North,Delhi,Dwarka,PROD000134,Laptops Business Neo-82,Laptops,Business,2,43180.22,0.09,78588.0,4005.17
ORD000904,2023-10-11,2023-10-18,CUST000229,Aarav Kapoor,Small Business,Central,Madhya Pradesh,Bhopal,PROD000183,Audio Speakers X-58,Audio,Speakers,2,7382.82,0.09,13436.73,1640.83
ORD000905,2025-03-07,2025-03-14,CUST000397,Sara Singh,Small Business,West,Gujarat,Vadodara,PROD000138,Audio Headphones Max-18,Audio,Headphones,1,4604.62,0.16,3867.88,831.56
ORD000906,2023-07-29,2023-08-03,CUST000429,Vihaan Kumar,Small Business,Central,Madhya Pradesh,Jabalpur,PROD000070,Accessories Cables Plus-12,Accessories,Cables,1,2764.86,0.19,2239.54,465.19
ORD000907,2023-06-09,2023-06-16,CUST000018,Sara Bhat,Home Office,South,Telangana,Warangal,PROD000141,Accessories Chargers Lite-23,Accessories,Chargers,3,3951.27,0.12,10431.35,3606.09
ORD000908,2025-02-19,2025-02-20,CUST000058,Vivaan Kumar,Consumer,South,Tamil Nadu,Salem,PROD000102,Audio Soundbars Apex-61,Audio,Soundbars,1,24379.84,0.08,22429.45,5510.54
ORD000909,2023-06-10,2023-06-15,CUST000463,Vivaan Patel,Consumer,South,Telangana,Karimnagar,PROD000168,Accessories Power Banks Pro-40,Accessories,Power Banks,1,3992.41,0.0,3992.41,205.45
ORD000910,2023-09-24,2023-09-26,CUST000177,Isha Joshi,Small Business,North,Delhi,Rohni,PROD000216,Phones Feature Phones Neo-82,Phones,Feature Phones,1,57830.35,0.03,56095.44,7327.3
ORD000911,2024-04-26,2024-04-29,CUST000169,Kiara Reddy,Consumer,East,West Bengal,Howrah,PROD000213,Wearables Smartwatches Lite-39,Wearables,Smartwatches,4,35419.51,0.03,137427.7,13268.21
ORD000912,2024-11-07,2024-11-08,CUST000430,Anaya Chopra,Corporate,West,Rajasthan,Jaipur,PROD000160,Audio Soundbars Neo-54,Audio,Soundbars,4,15104.37,0.07,56188.26,9780.19
ORD000913,2024-09-25,2024-09-26,CUST000039,Arjun Singh,Corporate,Central,Madhya Pradesh,Jabalpur,PROD000200,Wearables Smartwatches Max-60,Wearables,Smartwatches,1,16258.3,0.15,13819.55,2333.31
ORD000914,2024-04-30,2024-05-06,CUST000444,Aadhya Reddy,Home Office,South,Telangana,Karimnagar,PROD000190,Accessories Power Banks Pro-10,Accessories,Power Banks,1,4215.51,0.0,4215.51,940.37
ORD000915,2023-08-09,2023-08-11,CUST000255,Vihaan Singh,Corporate,South,Karnataka,Mysuru,PROD000049,Phones Feature Phones X-94,Phones,Feature Phones,3,11970.71,0.06,33757.4,5527.05
ORD000916,2025-04-11,2025-04-12,CUST000018,Sara Bhat,Home Office,South,Telangana,Warangal,PROD000143,Wearables Fitness Bands Pro-35,Wearables,Fitness Bands,1,36934.0,0.0,36934.0,6780.36
ORD000917,2023-10-09,2023-10-11,CUST000281,Aarav Iyer,Corporate,West,Maharashtra,Mumbai,PROD000008,Laptops Ultrabooks Pro-70,Laptops,Ultrabooks,1,116005.06,0.19,93964.1,4856.76
ORD000918,2024-03-24,2024-03-30,CUST000359,Diya Gupta,Corporate,West,Gujarat,Rajkot,PROD000216,Phones Feature Phones Neo-82,Phones,Feature Phones,3,57830.35,0.17,143997.57,18696.16
ORD000919,2023-12-19,2023-12-21,CUST000371,Advait Shetty,Home Office,North,Delhi,Karol Bagh,PROD000155,Phones Feature Phones Lite-95,Phones,Feature Phones,1,76443.06,0.01,75678.63,3668.68
ORD000920,2025-01-25,2025-01-31,CUST000140,Diya Das,Home Office,East,West Bengal,Asansol,PROD000066,Wearables Smartwatches Neo-98,Wearables,Smartwatches,3,17888.15,0.02,52591.16,10520.53
ORD000921,2023-07-09,2023-07-12,CUST000315,Aadhya Mehta,Small Business,East,West Bengal,Asansol,PROD000028,Audio Speakers X-94,Audio,Speakers,1,9503.11,0.11,8457.77,1108.02
ORD000922,2025-05-27,2025-06-01,CUST000491,Sara Singh,Corporate,Central,Madhya Pradesh,Indore,PROD000027,Laptops Gaming Neo-78,Laptops,Gaming,1,116015.68,0.04,111375.05,12001.99
ORD000923,2023-09-12,2023-09-17,CUST000282,Aarav Gupta,Home Office,South,Tamil Nadu,Tiruchirappalli,PROD000020,Wearables Smartwatches Pro-21,Wearables,Smartwatches,2,39219.57,0.05,74517.18,12822.94
ORD000924,2024-11-04,2024-11-05,CUST000447,Ira Gupta,Home Office,Central,Madhya Pradesh,Indore,PROD000129,Phones Smartphones Neo-73,Phones,Smartphones,2,18564.99,0.19,30075.28,3814.82
ORD000925,2024-09-14,2024-09-17,CUST000110,Vihaan Shetty,Small Business,Central,Madhya Pradesh,Indore,PROD000048,Phones Smartphones X-54,Phones,Smartphones,2,81794.05,0.08,150501.05,26441.72
ORD000926,2025-07-15,2025-07-21,CUST000395,Aarav Nair,Small Business,South,Karnataka,Bengaluru,PROD000108,Laptops Ultrabooks Pro-24,Laptops,Ultrabooks,4,97111.86,0.02,380678.49,37538.55
ORD000927,2023-12-08,2023-12-10,CUST000250,Diya Chopra,Home Office,East,West Bengal,Howrah,PROD000073,Accessories Cables Max-60,Accessories,Cables,3,2362.61,0.12,6237.29,1017.2
ORD000928,2024-01-14,2024-01-16,CUST000249,Sara Shetty,Small Business,North,Delhi,Saket,PROD000118,Phones Smartphones X-79,Phones,Smartphones,1,8693.16,0.02,8519.3,500.19
ORD000929,2025-02-18,2025-02-20,CUST000380,Reyansh Patel,Consumer,Central,Madhya Pradesh,Ujjain,PROD000119,Laptops Business Neo-84,Laptops,Business,2,66893.66,0.12,117732.84,6717.9
ORD000930,2025-04-25,2025-05-02,CUST000035,Reyansh Iyer,Consumer,Central,Madhya Pradesh,Bhopal,PROD000183,Audio Speakers X-58,Audio,Speakers,1,7382.82,0.14,6349.23,834.73
ORD000931,2023-10-24,2023-10-29,CUST000337,Atharv Shetty,Small Business,West,Rajasthan,Ajmer,PROD000021,Accessories Cables Apex-98,Accessories,Cables,1,2259.17,0.06,2123.62,276.6
ORD000932,2025-03-17,2025-03-24,CUST000055,Aarav Chopra,Consumer,West,Maharashtra,Nashik,PROD000195,Audio Earbuds Pro-43,Audio,Earbuds,1,8896.75,0.0,8896.75,2398.42
ORD000933,2024-06-15,2024-06-21,CUST000382,Isha Bhat,Small Business,South,Telangana,Khammam,PROD000064,Laptops Ultrabooks Apex-42,Laptops,Ultrabooks,3,159909.58,0.01,474931.45,20985.13
ORD000934,2024-08-05,2024-08-10,CUST000143,Diya Chopra,Home Office,South,Telangana,Hyderabad,PROD000135,Accessories Chargers Max-33,Accessories,Chargers,1,3849.09,0.03,3733.62,901.41
ORD000935,2025-02-05,2025-02-11,CUST000409,Arjun Chopra,Small Business,West,Gujarat,Gandhinagar,PROD000178,Wearables Smartwatches Max-43,Wearables,Smartwatches,3,41648.77,0.17,103705.44,16082.19
ORD000936,2025-06-03,2025-06-05,CUST000094,Atharv Reddy,Consumer,South,Tamil Nadu,Coimbatore,PROD000217,Wearables Smartwatches X-13,Wearables,Smartwatches,2,7561.99,0.11,13460.34,2837.98
ORD000937,2023-01-28,2023-02-02,CUST000485,Diya Nair,Home Office,East,West Bengal,Siliguri,PROD000123,Wearables Fitness Bands Max-13,Wearables,Fitness Bands,2,18806.72,0.0,37613.44,8919.25
ORD000938,2025-02-16,2025-02-19,CUST000324,Sara Kapoor,Small Business,West,Gujarat,Ahmedabad,PROD000193,Accessories Cables X-17,Accessories,Cables,2,3873.71,0.16,6507.83,1001.87
ORD000939,2023-01-31,2023-02-06,CUST000106,Atharv Kapoor,Small Business,South,Tamil Nadu,Salem,PROD000122,Accessories Chargers Lite-15,Accessories,Chargers,2,2169.9,0.13,3775.63,1438.93
ORD000940,2023-11-02,2023-11-04,CUST000211,Isha Sharma,Small Business,East,West Bengal,Asansol,PROD000163,Laptops Business Apex-47,Laptops,Business,1,154019.82,0.14,132457.05,18783.48
ORD000941,2025-07-26,2025-08-01,CUST000480,Sara Joshi,Small Business,South,Tamil Nadu,Salem,PROD000171,Audio Soundbars Apex-30,Audio,Soundbars,4,14074.34,0.0,56297.36,6546.63
ORD000942,2024-07-18,2024-07-24,CUST000337,Atharv Shetty,Small Business,West,Rajasthan,Ajmer,PROD000152,Laptops Business Max-42,Laptops,Business,2,55009.61,0.12,96816.91,12893.01
ORD000943,2024-02-01,2024-02-07,CUST000370,Sara Nair,Corporate,South,Tamil Nadu,Tiruchirappalli,PROD000155,Phones Feature Phones Lite-95,Phones,Feature Phones,3,76443.06,0.0,229329.18,12067.59
ORD000944,2025-03-19,2025-03-22,CUST000012,Kiara Patel,Corporate,West,Rajasthan,Jodhpur,PROD000161,Wearables Fitness Bands Apex-45,Wearables,Fitness Bands,3,32821.59,0.11,87633.65,16503.78
ORD000945,2025-07-16,2025-07-19,CUST000248,Aarav Mehta,Home Office,North,Delhi,Karol Bagh,PROD000189,Wearables Fitness Bands Plus-39,Wearables,Fitness Bands,2,21868.08,0.15,37175.74,6705.89
ORD000946,2023-09-03,2023-09-05,CUST000185,Vivaan Reddy,Consumer,South,Tamil Nadu,Madurai,PROD000210,Wearables Smartwatches Apex-29,Wearables,Smartwatches,1,17293.08,0.0,17293.08,1263.45
ORD000947,2023-01-26,2023-01-31,CUST000190,Isha Singh,Small Business,West,Rajasthan,Udaipur,PROD000011,Accessories Cases Lite-55,Accessories,Cases,3,1139.8,0.12,3009.07,294.29
ORD000948,2024-02-11,2024-02-13,CUST000451,Arjun Kumar,Consumer,South,Karnataka,Bengaluru,PROD000162,Wearables Fitness Bands Plus-78,Wearables,Fitness Bands,2,25108.51,0.13,43688.81,5250.02
ORD000949,2023-08-09,2023-08-11,CUST000316,Diya Bhat,Home Office,Central,Madhya Pradesh,Ujjain,PROD000100,Wearables Fitness Bands Pro-72,Wearables,Fitness Bands,1,28813.67,0.0,28813.67,2612.75
ORD000950,2024-05-15,2024-05-22,CUST000027,Kabir Kumar,Consumer,North,Uttar Pradesh,Varanasi,PROD000172,Phones Smartphones Pro-96,Phones,Smartphones,2,23227.89,0.0,46455.78,3077.89
ORD000951,2023-05-30,2023-06-05,CUST000327,Kabir Sharma,Consumer,North,Uttar Pradesh,Noida,PROD000092,Phones Smartphones Plus-65,Phones,Smartphones,3,66960.48,0.0,200881.44,14700.87
ORD000952,2023-03-13,2023-03-15,CUST000174,Kiara Gupta,Home Office,North,Delhi,Saket,PROD000045,Phones Smartphones Lite-71,Phones,Smartphones,3,76636.13,0.15,195422.13,24406.27
ORD000953,2024-04-05,2024-04-11,CUST000074,Aadhya Joshi,Corporate,West,Gujarat,Vadodara,PROD000176,Audio Soundbars Plus-44,Audio,Soundbars,4,23845.91,0.22,74399.24,16334.2
ORD000954,2023-04-12,2023-04-14,CUST000215,Advait Kapoor,Home Office,South,Karnataka,Hubli,PROD000158,Accessories Power Banks X-61,Accessories,Power Banks,2,2018.34,0.11,3592.65,805.33
ORD000955,2024-03-06,2024-03-07,CUST000452,Sara Shetty,Corporate,West,Rajasthan,Kota,PROD000071,Wearables Fitness Bands Lite-46,Wearables,Fitness Bands,2,25661.28,0.0,51322.56,10744.21
ORD000956,2024-11-06,2024-11-12,CUST000032,Sara Chopra,Consumer,South,Karnataka,Belagavi,PROD000068,Laptops Business Neo-10,Laptops,Business,2,39526.77,0.11,70357.65,2743.01
ORD000957,2024-07-08,2024-07-10,CUST000488,Reyansh Kumar,Small Business,West,Rajasthan,Ajmer,PROD000163,Laptops Business Apex-47,Laptops,Business,1,154019.82,0.16,129376.65,18514.05
ORD000958,2024-02-10,2024-02-17,CUST000286,Kiara Bhat,Consumer,South,Tamil Nadu,Tiruchirappalli,PROD000123,Wearables Fitness Bands Max-13,Wearables,Fitness Bands,2,18806.72,0.09,34228.23,7945.01
ORD000959,2023-03-06,2023-03-12,CUST000457,Arjun Das,Consumer,West,Gujarat,Ahmedabad,PROD000148,Audio Headphones Pro-75,Audio,Headphones,4,11305.51,0.04,43413.16,7445.67
ORD000960,2024-12-30,2025-01-03,CUST000327,Kabir Sharma,Consumer,North,Uttar Pradesh,Noida,PROD000013,Audio Soundbars Lite-35,Audio,Soundbars,2,10760.07,0.04,20659.33,4578.68
ORD000961,2024-06-25,2024-06-26,CUST000422,Atharv Iyer,Home Office,Central,Madhya Pradesh,Bhopal,PROD000179,Audio Earbuds Neo-68,Audio,Earbuds,4,27635.19,0.14,95065.05,20348.9
ORD000962,2024-07-25,2024-07-30,CUST000065,Atharv Joshi,Consumer,South,Karnataka,Bengaluru,PROD000103,Audio Speakers Neo-95,Audio,Speakers,3,7071.13,0.0,21213.39,3329.3
ORD000963,2024-02-01,2024-02-05,CUST000263,Reyansh Mehta,Home Office,West,Rajasthan,Ajmer,PROD000112,Audio Soundbars X-19,Audio,Soundbars,3,10944.88,0.09,29879.52,5410.2
ORD000964,2023-04-24,2023-04-26,CUST000294,Aadhya Shetty,Small Business,South,Telangana,Warangal,PROD000079,Wearables Fitness Bands Max-32,Wearables,Fitness Bands,4,27163.08,0.09,98873.61,15909.49
ORD000965,2023-06-11,2023-06-15,CUST000136,Sara Das,Corporate,West,Gujarat,Rajkot,PROD000082,Wearables Fitness Bands Neo-91,Wearables,Fitness Bands,1,2132.69,0.02,2090.04,18.4
ORD000966,2024-10-19,2024-10-25,CUST000143,Diya Chopra,Home Office,South,Telangana,Hyderabad,PROD000096,Phones Feature Phones Neo-10,Phones,Feature Phones,4,24284.96,0.03,94225.64,5691.51
ORD000967,2023-11-08,2023-11-15,CUST000181,Vihaan Singh,Corporate,North,Uttar Pradesh,Varanasi,PROD000180,Accessories Cases Pro-33,Accessories,Cases,2,2371.71,0.1,4269.08,381.59
ORD000968,2024-03-27,2024-04-01,CUST000305,Vihaan Nair,Consumer,South,Telangana,Karimnagar,PROD000129,Phones Smartphones Neo-73,Phones,Smartphones,2,18564.99,0.1,33416.98,4113.15
ORD000969,2023-10-07,2023-10-08,CUST000361,Atharv Iyer,Consumer,West,Maharashtra,Thane,PROD000060,Audio Speakers Neo-38,Audio,Speakers,2,9976.3,0.0,19952.6,4821.34
ORD000970,2025-04-15,2025-04-16,CUST000439,Vivaan Chopra,Corporate,South,Karnataka,Belagavi,PROD000090,Laptops Ultrabooks Pro-32,Laptops,Ultrabooks,1,66021.84,0.13,57439.0,2623.8
ORD000971,2025-06-13,2025-06-17,CUST000483,Advait Iyer,Home Office,Central,Madhya Pradesh,Jabalpur,PROD000100,Wearables Fitness Bands Pro-72,Wearables,Fitness Bands,4,28813.67,0.13,100271.57,9269.97
ORD000972,2024-10-12,2024-10-19,CUST000075,Atharv Joshi,Consumer,South,Telangana,Karimnagar,PROD000106,Laptops Ultrabooks Pro-12,Laptops,Ultrabooks,2,52160.86,0.11,92846.33,5050.87
ORD000973,2025-04-01,2025-04-04,CUST000209,Atharv Das,Small Business,South,Telangana,Karimnagar,PROD000091,Audio Headphones Plus-25,Audio,Headphones,2,4713.33,0.17,7824.13,711.23
ORD000974,2023-06-29,2023-06-30,CUST000310,Isha Gupta,Small Business,South,Karnataka,Belagavi,PROD000053,Phones Smartphones Max-66,Phones,Smartphones,3,61756.92,0.1,166743.68,27571.59
ORD000975,2024-06-25,2024-06-30,CUST000368,Vihaan Kumar,Home Office,Central,Madhya Pradesh,Ujjain,PROD000112,Audio Soundbars X-19,Audio,Soundbars,3,10944.88,0.02,32177.95,6083.9
ORD000976,2023-11-27,2023-12-04,CUST000108,Diya Kumar,Home Office,North,Delhi,Rohni,PROD000143,Wearables Fitness Bands Pro-35,Wearables,Fitness Bands,2,36934.0,0.07,68697.24,13081.01
ORD000977,2023-09-23,2023-09-28,CUST000304,Anaya Joshi,Consumer,Central,Madhya Pradesh,Indore,PROD000217,Wearables Smartwatches X-13,Wearables,Smartwatches,1,7561.99,0.0,7561.99,1553.52
ORD000978,2024-09-14,2024-09-15,CUST000375,Kabir Sharma,Consumer,Central,Madhya Pradesh,Gwalior,PROD000049,Phones Feature Phones X-94,Phones,Feature Phones,3,11970.71,0.0,35912.13,5858.94
ORD000979,2023-05-28,2023-05-30,CUST000042,Isha Reddy,Small Business,West,Gujarat,Rajkot,PROD000039,Audio Headphones Lite-13,Audio,Headphones,1,28470.21,0.13,24769.08,7261.78
ORD000980,2024-10-29,2024-11-02,CUST000298,Sara Patel,Consumer,Central,Madhya Pradesh,Bhopal,PROD000082,Wearables Fitness Bands Neo-91,Wearables,Fitness Bands,2,2132.69,0.01,4222.73,245.44
ORD000981,2024-02-22,2024-02-27,CUST000122,Sara Shetty,Small Business,Central,Madhya Pradesh,Jabalpur,PROD000125,Wearables Fitness Bands Apex-84,Wearables,Fitness Bands,1,37207.47,0.21,29393.9,5751.17
ORD000982,2023-04-14,2023-04-15,CUST000198,Vihaan Chopra,Consumer,West,Rajasthan,Ajmer,PROD000017,Phones Feature Phones X-82,Phones,Feature Phones,4,97017.41,0.07,360904.77,43566.51
ORD000983,2023-04-04,2023-04-10,CUST000246,Kabir Mehta,Corporate,Central,Madhya Pradesh,Bhopal,PROD000050,Laptops Ultrabooks Plus-28,Laptops,Ultrabooks,2,178944.72,0.19,289890.45,13843.76
ORD000984,2023-12-17,2023-12-22,CUST000201,Atharv Joshi,Small Business,South,Karnataka,Belagavi,PROD000174,Wearables Fitness Bands Plus-56,Wearables,Fitness Bands,2,11391.71,0.21,17998.9,3141.37
ORD000985,2024-04-19,2024-04-23,CUST000425,Diya Bhat,Corporate,West,Maharashtra,Pune,PROD000057,Phones Smartphones Pro-59,Phones,Smartphones,1,50660.25,0.18,41541.41,3620.05
ORD000986,2025-04-24,2025-05-01,CUST000407,Kiara Das,Corporate,West,Rajasthan,Kota,PROD000123,Wearables Fitness Bands Max-13,Wearables,Fitness Bands,2,18806.72,0.09,34228.23,8263.9
ORD000987,2025-07-10,2025-07-14,CUST000148,Isha Mehta,Home Office,West,Maharashtra,Pune,PROD000160,Audio Soundbars Neo-54,Audio,Soundbars,1,15104.37,0.1,13593.93,2320.71
ORD000988,2024-06-08,2024-06-14,CUST000188,Kiara Joshi,Home Office,South,Tamil Nadu,Madurai,PROD000053,Phones Smartphones Max-66,Phones,Smartphones,1,61756.92,0.08,56816.37,9271.61
ORD000989,2024-07-13,2024-07-17,CUST000313,Reyansh Sharma,Consumer,West,Gujarat,Gandhinagar,PROD000182,Laptops Gaming Pro-31,Laptops,Gaming,3,76720.98,0.08,211749.9,26619.61
